idx,id_transaksi,user_id,tanggal,kategori,nama_produk,nama_merchant,harga_produk,biaya_admin,cashback,poin_loyalitas,metode_pembayaran,status_transaksi,id_merchant,tipe_perangkat,lokasi,bulan,hari,nama_transaksi,tahun
0.0,SYN-0644,Tidak Diketahui,2026-05-13 11:44:33.199090,Hadiah & Amal,Tidak Diketahui,Tidak Diketahui,162629,555,8280,0.0,Kartu Debit,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Rabu,Top Up Sedekah,2026
0.0,SYN-0396,Tidak Diketahui,2026-05-13 11:44:33.197138,Makanan & Minuman,Tidak Diketahui,Tidak Diketahui,63347,1790,6201,0.0,QRIS,Berhasil,Tidak Diketahui,Tidak Diketahui,Pinggiran Kota,Mei,Rabu,bayar coffee time,2026
0.0,SYN-0396,Tidak Diketahui,2026-05-13 11:44:33.197138,Makanan & Minuman,Tidak Diketahui,Tidak Diketahui,63347,1790,6201,0.0,QRIS,Berhasil,Tidak Diketahui,Tidak Diketahui,Pinggiran Kota,Mei,Rabu,bayar ngemil malem,2026
0.0,SYN-0396,Tidak Diketahui,2026-05-13 11:44:33.197138,Makanan & Minuman,Tidak Diketahui,Tidak Diketahui,63347,1790,6201,0.0,QRIS,Berhasil,Tidak Diketahui,Tidak Diketahui,Pinggiran Kota,Mei,Rabu,jajan tengah malam,2026
0.0,SYN-0396,Tidak Diketahui,2026-05-13 11:44:33.197138,Makanan & Minuman,Tidak Diketahui,Tidak Diketahui,63347,1790,6201,0.0,QRIS,Berhasil,Tidak Diketahui,Tidak Diketahui,Pinggiran Kota,Mei,Rabu,Transfer Gacoan,2026
0.0,SYN-0352,Tidak Diketahui,2026-05-13 11:44:33.196775,Belanja,Tidak Diketahui,Tidak Diketahui,98630,1055,5770,0.0,Transfer Bank,Berhasil,Tidak Diketahui,Tidak Diketahui,Pinggiran Kota,Mei,Rabu,Transfer Skincare,2026
0.0,SYN-0147,Tidak Diketahui,2026-05-13 11:44:33.195274,Transportasi,Tidak Diketahui,Tidak Diketahui,133917,4445,1054,0.0,Transfer Bank,Berhasil,Tidak Diketahui,Tidak Diketahui,Pinggiran Kota,Mei,Rabu,Beli Gojek,2026
0.0,SYN-1447,Tidak Diketahui,2026-05-12 11:44:33.205254,Transportasi,Tidak Diketahui,Tidak Diketahui,233718,532,2968,0.0,Kartu Debit,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Selasa,Beli Gojek,2026
0.0,SYN-1434,Tidak Diketahui,2026-05-12 11:44:33.205160,Makanan & Minuman,Tidak Diketahui,Tidak Diketahui,11481,4563,5596,0.0,Saldo Dompet,Berhasil,Tidak Diketahui,Tidak Diketahui,Pedesaan,Mei,Selasa,Transfer Mie Ayam,2026
0.0,SYN-1343,Tidak Diketahui,2026-05-12 11:44:33.204469,Makanan & Minuman,Tidak Diketahui,Tidak Diketahui,278947,950,2200,0.0,QRIS,Berhasil,Tidak Diketahui,Tidak Diketahui,Pinggiran Kota,Mei,Selasa,Isi Seblak,2026
0.0,SYN-1343,Tidak Diketahui,2026-05-12 11:44:33.204469,Makanan & Minuman,Tidak Diketahui,Tidak Diketahui,278947,950,2200,0.0,QRIS,Berhasil,Tidak Diketahui,Tidak Diketahui,Pinggiran Kota,Mei,Selasa,order nasi kuning komplit,2026
0.0,SYN-1226,Tidak Diketahui,2026-05-12 11:44:33.203594,Pendidikan,Tidak Diketahui,Tidak Diketahui,1392957,1606,13900,0.0,QRIS,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Selasa,Seminar,2026
0.0,SYN-1215,Tidak Diketahui,2026-05-12 11:44:33.203510,Tagihan,Tidak Diketahui,Tidak Diketahui,211277,4143,4710,0.0,Transfer Bank,Berhasil,Tidak Diketahui,Tidak Diketahui,Pedesaan,Mei,Selasa,Top Up Pln,2026
0.0,SYN-1040,Tidak Diketahui,2026-05-12 11:44:33.202087,Hadiah & Amal,Tidak Diketahui,Tidak Diketahui,230996,1717,10463,0.0,QRIS,Berhasil,Tidak Diketahui,Tidak Diketahui,Pinggiran Kota,Mei,Selasa,Beli Zakat,2026
0.0,SYN-1040,Tidak Diketahui,2026-05-12 11:44:33.202087,Hadiah & Amal,Tidak Diketahui,Tidak Diketahui,230996,1717,10463,0.0,QRIS,Berhasil,Tidak Diketahui,Tidak Diketahui,Pinggiran Kota,Mei,Selasa,beliin kado buat adik,2026
0.0,SYN-0981,Tidak Diketahui,2026-05-12 11:44:33.201623,Pendidikan,Tidak Diketahui,Tidak Diketahui,527144,3506,6367,0.0,Saldo Dompet,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Selasa,Top Up Fotocopy,2026
0.0,SYN-0900,Tidak Diketahui,2026-05-12 11:44:33.201027,Belanja,Tidak Diketahui,Tidak Diketahui,228658,3414,10758,0.0,Kartu Debit,Berhasil,Tidak Diketahui,Tidak Diketahui,Pedesaan,Mei,Selasa,Bayar Shopee,2026
0.0,SYN-0806,Tidak Diketahui,2026-05-12 11:44:33.200309,Hadiah & Amal,Tidak Diketahui,Tidak Diketahui,187141,3855,7335,0.0,Transfer Bank,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Selasa,Bayar Sedekah,2026
0.0,SYN-0806,Tidak Diketahui,2026-05-12 11:44:33.200309,Hadiah & Amal,Tidak Diketahui,Tidak Diketahui,187141,3855,7335,0.0,Transfer Bank,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Selasa,nyumbang acara nikahan tetangga,2026
0.0,SYN-0806,Tidak Diketahui,2026-05-12 11:44:33.200309,Hadiah & Amal,Tidak Diketahui,Tidak Diketahui,187141,3855,7335,0.0,Transfer Bank,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Selasa,bayar shadaqah jariyah,2026
0.0,SYN-0806,Tidak Diketahui,2026-05-12 11:44:33.200309,Hadiah & Amal,Tidak Diketahui,Tidak Diketahui,187141,3855,7335,0.0,Transfer Bank,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Selasa,donasi buat korban gempa,2026
0.0,SYN-0806,Tidak Diketahui,2026-05-12 11:44:33.200309,Hadiah & Amal,Tidak Diketahui,Tidak Diketahui,187141,3855,7335,0.0,Transfer Bank,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Selasa,beli baju koko buat kado,2026
0.0,SYN-0801,Tidak Diketahui,2026-05-12 11:44:33.200272,Tabungan & Investasi,Tidak Diketahui,Tidak Diketahui,91963,3854,4263,0.0,Kartu Debit,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Selasa,bayar setoran bpjs ketenagakerjaan,2026
0.0,SYN-0801,Tidak Diketahui,2026-05-12 11:44:33.200272,Tabungan & Investasi,Tidak Diketahui,Tidak Diketahui,91963,3854,4263,0.0,Kartu Debit,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Selasa,beli obligasi negara,2026
0.0,SYN-0801,Tidak Diketahui,2026-05-12 11:44:33.200272,Tabungan & Investasi,Tidak Diketahui,Tidak Diketahui,91963,3854,4263,0.0,Kartu Debit,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Selasa,Beli Reksa Dana,2026
0.0,SYN-0801,Tidak Diketahui,2026-05-12 11:44:33.200272,Tabungan & Investasi,Tidak Diketahui,Tidak Diketahui,91963,3854,4263,0.0,Kartu Debit,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Selasa,beli reksadana di ajaib,2026
0.0,SYN-0658,Tidak Diketahui,2026-05-12 11:44:33.199192,Transportasi,Tidak Diketahui,Tidak Diketahui,261381,4459,7683,0.0,Transfer Bank,Berhasil,Tidak Diketahui,Tidak Diketahui,Pedesaan,Mei,Selasa,Isi Parkir,2026
0.0,SYN-0578,Tidak Diketahui,2026-05-12 11:44:33.198594,Belanja,Tidak Diketahui,Tidak Diketahui,132856,3076,551,0.0,Transfer Bank,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Selasa,Isi Shopee,2026
0.0,SYN-0538,Tidak Diketahui,2026-05-12 11:44:33.198301,Transportasi,Tidak Diketahui,Tidak Diketahui,62573,2131,13945,0.0,Kartu Debit,Berhasil,Tidak Diketahui,Tidak Diketahui,Pedesaan,Mei,Selasa,Bayar Parkir,2026
0.0,SYN-0348,Tidak Diketahui,2026-05-12 11:44:33.196746,Pendidikan,Tidak Diketahui,Tidak Diketahui,1411271,277,5972,0.0,Saldo Dompet,Berhasil,Tidak Diketahui,Tidak Diketahui,Pedesaan,Mei,Selasa,beli atk lengkap,2026
0.0,SYN-0348,Tidak Diketahui,2026-05-12 11:44:33.196746,Pendidikan,Tidak Diketahui,Tidak Diketahui,1411271,277,5972,0.0,Saldo Dompet,Berhasil,Tidak Diketahui,Tidak Diketahui,Pedesaan,Mei,Selasa,Bayar Buku,2026
0.0,SYN-0178,Tidak Diketahui,2026-05-12 11:44:33.195493,Makanan & Minuman,Tidak Diketahui,Tidak Diketahui,53765,630,12814,0.0,Saldo Dompet,Berhasil,Tidak Diketahui,Tidak Diketahui,Pedesaan,Mei,Selasa,Beli Sate,2026
0.0,SYN-0160,Tidak Diketahui,2026-05-12 11:44:33.195366,Hadiah & Amal,Tidak Diketahui,Tidak Diketahui,241550,433,8938,0.0,Saldo Dompet,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Selasa,Top Up Sedekah,2026
0.0,SYN-0160,Tidak Diketahui,2026-05-12 11:44:33.195366,Hadiah & Amal,Tidak Diketahui,Tidak Diketahui,241550,433,8938,0.0,Saldo Dompet,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Selasa,bayar infak pembangunan masjid,2026
0.0,SYN-0160,Tidak Diketahui,2026-05-12 11:44:33.195366,Hadiah & Amal,Tidak Diketahui,Tidak Diketahui,241550,433,8938,0.0,Saldo Dompet,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Selasa,nyumbang acara khitanan,2026
0.0,SYN-0117,Tidak Diketahui,2026-05-12 11:44:33.195065,Tabungan & Investasi,Tidak Diketahui,Tidak Diketahui,202164,1936,8401,0.0,QRIS,Berhasil,Tidak Diketahui,Tidak Diketahui,Pedesaan,Mei,Selasa,Saham,2026
0.0,SYN-0116,Tidak Diketahui,2026-05-12 11:44:33.195058,Makanan & Minuman,Tidak Diketahui,Tidak Diketahui,33077,4187,8957,0.0,QRIS,Berhasil,Tidak Diketahui,Tidak Diketahui,Pedesaan,Mei,Selasa,bayar makan di warteg langganan,2026
0.0,SYN-0116,Tidak Diketahui,2026-05-12 11:44:33.195058,Makanan & Minuman,Tidak Diketahui,Tidak Diketahui,33077,4187,8957,0.0,QRIS,Berhasil,Tidak Diketahui,Tidak Diketahui,Pedesaan,Mei,Selasa,Isi Bakso,2026
0.0,SYN-0116,Tidak Diketahui,2026-05-12 11:44:33.195058,Makanan & Minuman,Tidak Diketahui,Tidak Diketahui,33077,4187,8957,0.0,QRIS,Berhasil,Tidak Diketahui,Tidak Diketahui,Pedesaan,Mei,Selasa,order pecel lele,2026
0.0,SYN-1482,Tidak Diketahui,2026-05-11 11:44:33.205516,Tabungan & Investasi,Tidak Diketahui,Tidak Diketahui,838556,2019,10910,0.0,Saldo Dompet,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Senin,Deposito,2026
0.0,SYN-1482,Tidak Diketahui,2026-05-11 11:44:33.205516,Tabungan & Investasi,Tidak Diketahui,Tidak Diketahui,838556,2019,10910,0.0,Saldo Dompet,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Senin,beli saham growth,2026
0.0,SYN-1482,Tidak Diketahui,2026-05-11 11:44:33.205516,Tabungan & Investasi,Tidak Diketahui,Tidak Diketahui,838556,2019,10910,0.0,Saldo Dompet,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Senin,bayar premi asuransi kendaraan,2026
0.0,SYN-1482,Tidak Diketahui,2026-05-11 11:44:33.205516,Tabungan & Investasi,Tidak Diketahui,Tidak Diketahui,838556,2019,10910,0.0,Saldo Dompet,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Senin,bayar setoran paguyuban,2026
0.0,SYN-1462,Tidak Diketahui,2026-05-11 11:44:33.205366,Tabungan & Investasi,Tidak Diketahui,Tidak Diketahui,1198943,3701,1677,0.0,Transfer Bank,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Senin,Isi Emas,2026
0.0,SYN-1428,Tidak Diketahui,2026-05-11 11:44:33.205115,Pendidikan,Tidak Diketahui,Tidak Diketahui,1031137,4243,8274,0.0,Transfer Bank,Berhasil,Tidak Diketahui,Tidak Diketahui,Pinggiran Kota,Mei,Senin,beli cat air anak,2026
0.0,SYN-1428,Tidak Diketahui,2026-05-11 11:44:33.205115,Pendidikan,Tidak Diketahui,Tidak Diketahui,1031137,4243,8274,0.0,Transfer Bank,Berhasil,Tidak Diketahui,Tidak Diketahui,Pinggiran Kota,Mei,Senin,Beli Kursus Excel,2026
0.0,SYN-1428,Tidak Diketahui,2026-05-11 11:44:33.205115,Pendidikan,Tidak Diketahui,Tidak Diketahui,1031137,4243,8274,0.0,Transfer Bank,Berhasil,Tidak Diketahui,Tidak Diketahui,Pinggiran Kota,Mei,Senin,bayar google workspace,2026
0.0,SYN-1085,Tidak Diketahui,2026-05-11 11:44:33.202533,Makanan & Minuman,Tidak Diketahui,Tidak Diketahui,20793,4776,8165,0.0,Kartu Debit,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Senin,jajan di gerobak,2026
0.0,SYN-1085,Tidak Diketahui,2026-05-11 11:44:33.202533,Makanan & Minuman,Tidak Diketahui,Tidak Diketahui,20793,4776,8165,0.0,Kartu Debit,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Senin,Isi Mixue,2026
0.0,SYN-0970,Tidak Diketahui,2026-05-11 11:44:33.201542,Belanja,Tidak Diketahui,Tidak Diketahui,42807,3773,9879,0.0,Transfer Bank,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Senin,beli matras yoga,2026
0.0,SYN-0970,Tidak Diketahui,2026-05-11 11:44:33.201542,Belanja,Tidak Diketahui,Tidak Diketahui,42807,3773,9879,0.0,Transfer Bank,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Senin,Isi Sepatu,2026
0.0,SYN-0791,Tidak Diketahui,2026-05-11 11:44:33.200196,Transportasi,Tidak Diketahui,Tidak Diketahui,161864,2193,1470,0.0,Transfer Bank,Berhasil,Tidak Diketahui,Tidak Diketahui,Pedesaan,Mei,Senin,Mrt,2026
0.0,SYN-0758,Tidak Diketahui,2026-05-11 11:44:33.199936,Makanan & Minuman,Tidak Diketahui,Tidak Diketahui,128335,2738,1522,0.0,QRIS,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Senin,jajan bubur ayam,2026
0.0,SYN-0758,Tidak Diketahui,2026-05-11 11:44:33.199936,Makanan & Minuman,Tidak Diketahui,Tidak Diketahui,128335,2738,1522,0.0,QRIS,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Senin,Isi Seblak,2026
0.0,SYN-0758,Tidak Diketahui,2026-05-11 11:44:33.199936,Makanan & Minuman,Tidak Diketahui,Tidak Diketahui,128335,2738,1522,0.0,QRIS,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Senin,beli coklat,2026
0.0,SYN-0535,Tidak Diketahui,2026-05-11 11:44:33.198280,Transportasi,Tidak Diketahui,Tidak Diketahui,274705,3168,9897,0.0,Kartu Debit,Berhasil,Tidak Diketahui,Tidak Diketahui,Pedesaan,Mei,Senin,Bayar Krl,2026
0.0,SYN-0377,Tidak Diketahui,2026-05-11 11:44:33.196977,Pendidikan,Tidak Diketahui,Tidak Diketahui,512309,4530,6924,0.0,QRIS,Berhasil,Tidak Diketahui,Tidak Diketahui,Pinggiran Kota,Mei,Senin,Bayar Fotocopy,2026
0.0,SYN-0342,Tidak Diketahui,2026-05-11 11:44:33.196699,Transportasi,Tidak Diketahui,Tidak Diketahui,134372,2626,5454,0.0,Transfer Bank,Berhasil,Tidak Diketahui,Tidak Diketahui,Pedesaan,Mei,Senin,Isi Krl,2026
0.0,SYN-0302,Tidak Diketahui,2026-05-11 11:44:33.196400,Tabungan & Investasi,Tidak Diketahui,Tidak Diketahui,949381,3608,6347,0.0,Transfer Bank,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Senin,beli sbn ritel,2026
0.0,SYN-0302,Tidak Diketahui,2026-05-11 11:44:33.196400,Tabungan & Investasi,Tidak Diketahui,Tidak Diketahui,949381,3608,6347,0.0,Transfer Bank,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Senin,Bayar Reksa Dana,2026
0.0,SYN-0272,Tidak Diketahui,2026-05-11 11:44:33.196187,Hiburan,Tidak Diketahui,Tidak Diketahui,259539,2750,6114,0.0,Kartu Debit,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Senin,Steam,2026
0.0,SYN-0021,Tidak Diketahui,2026-05-11 11:44:33.194290,Tabungan & Investasi,Tidak Diketahui,Tidak Diketahui,1320251,789,7310,0.0,QRIS,Berhasil,Tidak Diketahui,Tidak Diketahui,Pinggiran Kota,Mei,Senin,Transfer Saham,2026
0.0,SYN-0021,Tidak Diketahui,2026-05-11 11:44:33.194290,Tabungan & Investasi,Tidak Diketahui,Tidak Diketahui,1320251,789,7310,0.0,QRIS,Berhasil,Tidak Diketahui,Tidak Diketahui,Pinggiran Kota,Mei,Senin,beli reksa campuran di bibit,2026
0.0,SYN-0016,Tidak Diketahui,2026-05-11 11:44:33.194254,Transportasi,Tidak Diketahui,Tidak Diketahui,102968,1504,439,0.0,Kartu Debit,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Senin,Beli Grab,2026
0.0,SYN-1486,Tidak Diketahui,2026-05-10 11:44:33.205544,Belanja,Tidak Diketahui,Tidak Diketahui,20977,19,11619,0.0,Kartu Debit,Berhasil,Tidak Diketahui,Tidak Diketahui,Pedesaan,Mei,Minggu,Beli Skincare,2026
0.0,SYN-1486,Tidak Diketahui,2026-05-10 11:44:33.205544,Belanja,Tidak Diketahui,Tidak Diketahui,20977,19,11619,0.0,Kartu Debit,Berhasil,Tidak Diketahui,Tidak Diketahui,Pedesaan,Mei,Minggu,order di h&m online,2026
0.0,SYN-1436,Tidak Diketahui,2026-05-10 11:44:33.205174,Pendidikan,Tidak Diketahui,Tidak Diketahui,154025,479,11145,0.0,Saldo Dompet,Berhasil,Tidak Diketahui,Tidak Diketahui,Pedesaan,Mei,Minggu,bayar uang lab komputer,2026
0.0,SYN-1436,Tidak Diketahui,2026-05-10 11:44:33.205174,Pendidikan,Tidak Diketahui,Tidak Diketahui,154025,479,11145,0.0,Saldo Dompet,Berhasil,Tidak Diketahui,Tidak Diketahui,Pedesaan,Mei,Minggu,beli buku pengembangan diri,2026
0.0,SYN-1436,Tidak Diketahui,2026-05-10 11:44:33.205174,Pendidikan,Tidak Diketahui,Tidak Diketahui,154025,479,11145,0.0,Saldo Dompet,Berhasil,Tidak Diketahui,Tidak Diketahui,Pedesaan,Mei,Minggu,Beli Ukt,2026
0.0,SYN-1376,Tidak Diketahui,2026-05-10 11:44:33.204715,Pendidikan,Tidak Diketahui,Tidak Diketahui,1013837,3537,8956,0.0,Transfer Bank,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Minggu,Isi Buku,2026
0.0,SYN-1376,Tidak Diketahui,2026-05-10 11:44:33.204715,Pendidikan,Tidak Diketahui,Tidak Diketahui,1013837,3537,8956,0.0,Transfer Bank,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Minggu,beli penghapus,2026
0.0,SYN-1360,Tidak Diketahui,2026-05-10 11:44:33.204593,Transportasi,Tidak Diketahui,Tidak Diketahui,72521,1564,14646,0.0,Kartu Debit,Berhasil,Tidak Diketahui,Tidak Diketahui,Pinggiran Kota,Mei,Minggu,Bayar Mrt,2026
0.0,SYN-1289,Tidak Diketahui,2026-05-10 11:44:33.204073,Transportasi,Tidak Diketahui,Tidak Diketahui,99881,2869,830,0.0,QRIS,Berhasil,Tidak Diketahui,Tidak Diketahui,Perkotaan,Mei,Minggu,Isi Parkir,2026
0.0,SYN-1280,Tidak Diketahui,2026-05-10 11:44:33.204005,Pendidikan,Tidak Diketahui,Tidak Diketahui,164142,3309,5318,0.0,QRIS,Berhasil,Tidak Diketahui,Tidak Diketahui,Pedesaan,Mei,Minggu,Transfer Fotocopy,2026
0.0,SYN-1280,Tidak Diketahui,2026-05-10 11:44:33.204005,Pendidikan,Tidak Diketahui,Tidak Diketahui,164142,3309,5318,0.0,QRIS,Berhasil,Tidak Diketahui,Tidak Diketahui,Pedesaan,Mei,Minggu,beli highlighter pastel,2026
0.0,SYN-1123,Tidak Diketahui,2026-05-10 11:44:33.202820,Tabungan & Investasi,Tidak Diketahui,Tidak Diketahui,771094,3788,4762,0.0,QRIS,Berhasil,Tidak Diketahui,Tidak Diketahui,Pedesaan,Mei,Minggu,bayar cicilan tanah kavling,2026
0.0,SYN-1123,Tidak Diketahui,2026-05-10 11:44:33.202820,Tabungan & Investasi,Tidak Diketahui,Tidak Diketahui,771094,3788,4762,0.0,QRIS,Berhasil,Tidak Diketahui,Tidak Diketahui,Pedesaan,Mei,Minggu,bayar setoran koperasi simpan pinjam,2026
0.0,SYN-1123,Tidak Diketahui,2026-05-10 11:44:33.202820,Tabungan & Investasi,Tidak Diketahui,Tidak Diketahui,771094,3788,4762,0.0,QRIS,Berhasil,Tidak Diketahui,Tidak Diketahui,Pedesaan,Mei,Minggu,Emas,2026
